osid_scrambled,tid_scrambled,site,shelf,path,pathindex,lim,member_list,neighbor1_final,neighbor1-lim,neighbor1_osid,date,source
636-67923-96,041-7c224-89,109,10,1,1,LIM-10-24,LIM-10-24-8;ISS-10-22-3;LIM-10-24;WSSOPM-10-27;BMD-10-55;BMD-10-57;LIM-10-23;ISS-10-22,110-6f8-64e93-88-5-2,,636-67923-96,2019/09/04,109-041-7c224-89-10-1
636-67923-96,041-7c224-89,109,10,1,1,LIM-10-24,LIM-10-24-8;ISS-10-22-3;LIM-10-24;WSSOPM-10-27;BMD-10-55;BMD-10-57;LIM-10-23;ISS-10-22,109-041-7c224-89-3-5,LIM-3-24,54a-70fb1-69,2019/09/04,109-041-7c224-89-10-1
636-67923-96,041-7c224-89,109,10,1,1,LIM-10-24,LIM-10-24-8;ISS-10-22-3;LIM-10-24;WSSOPM-10-27;BMD-10-55;BMD-10-57;LIM-10-23;ISS-10-22,109-041-7c224-89-3-5,LIM-3-24,54a-70fb1-69,2019/09/04,109-041-7c224-89-10-1
636-67923-96,041-7c224-89,109,10,1,1,LIM-10-24,LIM-10-24-8;ISS-10-22-3;LIM-10-24;WSSOPM-10-27;BMD-10-55;BMD-10-57;LIM-10-23;ISS-10-22,109-041-7c224-89-3-5,LIM-3-24,54a-70fb1-69,2019/09/04,109-041-7c224-89-10-1
54a-70fb1-69,041-7c224-89,109,3,5,1,LIM-3-24,LIM-3-24-8;LIM-3-24-5;LIM-3-24;CMD44-3-51;CMD44-3-52;WSSOPM-3-26;BMD-3-57;LIM-3-25;SLIC-3-31,104-ae4-93288-61-3-8,,54a-70fb1-69,2019/09/04,109-041-7c224-89-3-5
54a-70fb1-69,041-7c224-89,109,3,5,1,LIM-3-24,LIM-3-24-8;LIM-3-24-5;LIM-3-24;CMD44-3-51;CMD44-3-52;WSSOPM-3-26;BMD-3-57;LIM-3-25;SLIC-3-31,109-041-7c224-89-10-1,LIM-10-24,636-67923-96,2019/09/04,109-041-7c224-89-3-5
54a-70fb1-69,041-7c224-89,109,3,5,1,LIM-3-24,LIM-3-24-8;LIM-3-24-5;LIM-3-24;CMD44-3-51;CMD44-3-52;WSSOPM-3-26;BMD-3-57;LIM-3-25;SLIC-3-31,109-041-7c224-89-10-1,LIM-10-24,636-67923-96,2019/09/04,109-041-7c224-89-3-5
54a-70fb1-69,041-7c224-89,109,3,5,1,LIM-3-24,LIM-3-24-8;LIM-3-24-5;LIM-3-24;CMD44-3-51;CMD44-3-52;WSSOPM-3-26;BMD-3-57;LIM-3-25;SLIC-3-31,109-041-7c224-89-10-1,LIM-10-24,636-67923-96,2019/09/04,109-041-7c224-89-3-5
90e-7e992-b1,041-7c224-89,109,9,11,1,LIM-9-24,LIM-9-24-8;LIM-9-24-5;LIM-9-24;CMD44-9-51;CMD44-9-52;WSSOPM-9-27;BMD-9-55;BMD-9-57;LIM-9-23,108-417-d12bb-0d-5-12,,no value present,2019/09/04,109-041-7c224-89-9-11
90e-7e992-b1,041-7c224-89,109,9,11,1,LIM-9-24,LIM-9-24-8;LIM-9-24-5;LIM-9-24;CMD44-9-51;CMD44-9-52;WSSOPM-9-27;BMD-9-55;BMD-9-57;LIM-9-23,109-041-7c224-89-10-1,LIM-10-24,636-67923-96,2019/09/04,109-041-7c224-89-9-11
90e-7e992-b1,041-7c224-89,109,9,11,1,LIM-9-24,LIM-9-24-8;LIM-9-24-5;LIM-9-24;CMD44-9-51;CMD44-9-52;WSSOPM-9-27;BMD-9-55;BMD-9-57;LIM-9-23,109-041-7c224-89-10-1,LIM-10-24,636-67923-96,2019/09/04,109-041-7c224-89-9-11
90e-7e992-b1,041-7c224-89,109,9,11,1,LIM-9-24,LIM-9-24-8;LIM-9-24-5;LIM-9-24;CMD44-9-51;CMD44-9-52;WSSOPM-9-27;BMD-9-55;BMD-9-57;LIM-9-23,109-041-7c224-89-10-1,LIM-10-24,636-67923-96,2019/09/04,109-041-7c224-89-9-11
db7-10189-bd,041-7c224-89,109,2,1,1,LIM-2-24,LIM-2-24-8;LIM-2-24-5;LIM-2-24;CMD44-2-51;CMD44-2-52;WSSOPM-2-26;BMD-2-57;LIM-2-25;SLIC-2-31,108-607-4a93b-3e-1-4,,db7-10189-bd,2019/09/04,109-041-7c224-89-2-1
db7-10189-bd,041-7c224-89,109,2,1,1,LIM-2-24,LIM-2-24-8;LIM-2-24-5;LIM-2-24;CMD44-2-51;CMD44-2-52;WSSOPM-2-26;BMD-2-57;LIM-2-25;SLIC-2-31,109-041-7c224-89-10-1,LIM-10-24,636-67923-96,2019/09/04,109-041-7c224-89-2-1
db7-10189-bd,041-7c224-89,109,2,1,1,LIM-2-24,LIM-2-24-8;LIM-2-24-5;LIM-2-24;CMD44-2-51;CMD44-2-52;WSSOPM-2-26;BMD-2-57;LIM-2-25;SLIC-2-31,109-041-7c224-89-10-1,LIM-10-24,636-67923-96,2019/09/04,109-041-7c224-89-2-1
db7-10189-bd,041-7c224-89,109,2,1,1,LIM-2-24,LIM-2-24-8;LIM-2-24-5;LIM-2-24;CMD44-2-51;CMD44-2-52;WSSOPM-2-26;BMD-2-57;LIM-2-25;SLIC-2-31,109-041-7c224-89-10-1,LIM-10-24,636-67923-96,2019/09/04,109-041-7c224-89-2-1
886-8b883-12,042-ef8c7-8b,33,41,3,2,,,3-afa-c25e6-a6-41-5,,no value present,2019/09/04,33-042-ef8c7-8b-41-3
886-8b883-12,042-ef8c7-8b,33,41,3,2,,,33-042-ef8c7-8b-41-2,,886-8b883-12,2019/09/04,33-042-ef8c7-8b-41-3
886-8b883-12,042-ef8c7-8b,33,41,3,2,,,33-042-ef8c7-8b-41-2,,886-8b883-12,2019/09/04,33-042-ef8c7-8b-41-3
886-8b883-12,042-ef8c7-8b,33,41,3,2,,,33-042-ef8c7-8b-41-2,,886-8b883-12,2019/09/04,33-042-ef8c7-8b-41-3
886-8b883-12,042-ef8c7-8b,33,41,2,3,,,3-afa-c25e6-a6-41-5,,no value present,2019/09/04,33-042-ef8c7-8b-41-2
886-8b883-12,042-ef8c7-8b,33,41,2,3,,,33-042-ef8c7-8b-41-3,,886-8b883-12,2019/09/04,33-042-ef8c7-8b-41-2
886-8b883-12,042-ef8c7-8b,33,41,2,3,,,33-042-ef8c7-8b-41-3,,886-8b883-12,2019/09/04,33-042-ef8c7-8b-41-2
886-8b883-12,042-ef8c7-8b,33,41,2,3,,,33-042-ef8c7-8b-41-3,,886-8b883-12,2019/09/04,33-042-ef8c7-8b-41-2
c86-094ec-03,06a-01cef-fe,26,41,1,1,,,39-830-a65f5-70-42-4,,no value present,2019/09/04,26-06a-01cef-fe-41-1
c86-094ec-03,06a-01cef-fe,26,41,1,1,,,26-06a-01cef-fe-42-4,,6a8-fe868-ac,2019/09/04,26-06a-01cef-fe-41-1
c86-094ec-03,06a-01cef-fe,26,41,1,1,,,26-06a-01cef-fe-42-4,,6a8-fe868-ac,2019/09/04,26-06a-01cef-fe-41-1
c86-094ec-03,06a-01cef-fe,26,41,1,1,,,26-06a-01cef-fe-42-4,,6a8-fe868-ac,2019/09/04,26-06a-01cef-fe-41-1
6a8-fe868-ac,06a-01cef-fe,26,42,4,2,,,40-895-dc759-5d-41-1,,no value present,2019/09/04,26-06a-01cef-fe-42-4
6a8-fe868-ac,06a-01cef-fe,26,42,4,2,,,26-06a-01cef-fe-41-1,,c86-094ec-03,2019/09/04,26-06a-01cef-fe-42-4
6a8-fe868-ac,06a-01cef-fe,26,42,4,2,,,26-06a-01cef-fe-41-1,,c86-094ec-03,2019/09/04,26-06a-01cef-fe-42-4
6a8-fe868-ac,06a-01cef-fe,26,42,4,2,,,26-06a-01cef-fe-41-1,,c86-094ec-03,2019/09/04,26-06a-01cef-fe-42-4
4ec-ccae1-3e,0af-c2565-ed,6,41,3,10,,,7-f7b-973d5-6f-41-2,,no value present,2019/09/04,6-0af-c2565-ed-41-3
4ec-ccae1-3e,0af-c2565-ed,6,41,3,10,,,6-0af-c2565-ed-41-2,,4ec-ccae1-3e,2019/09/04,6-0af-c2565-ed-41-3
4ec-ccae1-3e,0af-c2565-ed,6,41,3,10,,,6-0af-c2565-ed-41-2,,4ec-ccae1-3e,2019/09/04,6-0af-c2565-ed-41-3
4ec-ccae1-3e,0af-c2565-ed,6,41,3,10,,,6-0af-c2565-ed-41-2,,4ec-ccae1-3e,2019/09/04,6-0af-c2565-ed-41-3
4ec-ccae1-3e,0af-c2565-ed,6,41,2,11,,,7-f7b-973d5-6f-41-2,,no value present,2019/09/04,6-0af-c2565-ed-41-2
4ec-ccae1-3e,0af-c2565-ed,6,41,2,11,,,6-0af-c2565-ed-41-3,,4ec-ccae1-3e,2019/09/04,6-0af-c2565-ed-41-2
4ec-ccae1-3e,0af-c2565-ed,6,41,2,11,,,6-0af-c2565-ed-41-3,,4ec-ccae1-3e,2019/09/04,6-0af-c2565-ed-41-2
4ec-ccae1-3e,0af-c2565-ed,6,41,2,11,,,6-0af-c2565-ed-41-3,,4ec-ccae1-3e,2019/09/04,6-0af-c2565-ed-41-2
161-c1321-0a,0cd-97b4f-eb,112,21,5,1,LIM-21-36,LIM-21-36-8;LIM-21-36-5;OSC-21-37-1;LIM-21-36;WSSOPM-21-31,101-b8d-bc4c5-27-22-8,,no value present,2019/09/04,112-0cd-97b4f-eb-21-5
161-c1321-0a,0cd-97b4f-eb,112,21,5,1,LIM-21-36,LIM-21-36-8;LIM-21-36-5;OSC-21-37-1;LIM-21-36;WSSOPM-21-31,112-0cd-97b4f-eb-21-4,LIM-21-23,01f-7e8b7-24,2019/09/04,112-0cd-97b4f-eb-21-5
161-c1321-0a,0cd-97b4f-eb,112,21,5,1,LIM-21-36,LIM-21-36-8;LIM-21-36-5;OSC-21-37-1;LIM-21-36;WSSOPM-21-31,112-0cd-97b4f-eb-21-4,LIM-21-23,01f-7e8b7-24,2019/09/04,112-0cd-97b4f-eb-21-5
161-c1321-0a,0cd-97b4f-eb,112,21,5,1,LIM-21-36,LIM-21-36-8;LIM-21-36-5;OSC-21-37-1;LIM-21-36;WSSOPM-21-31,112-0cd-97b4f-eb-21-4,LIM-21-23,01f-7e8b7-24,2019/09/04,112-0cd-97b4f-eb-21-5
01f-7e8b7-24,0cd-97b4f-eb,112,21,4,2,LIM-21-23,LIM-21-23-8;LIM-21-23-5;OSC-21-22-1;LIM-21-23;WSSOPM-21-27,102-525-adba0-23-22-1,,no value present,2019/09/04,112-0cd-97b4f-eb-21-4
01f-7e8b7-24,0cd-97b4f-eb,112,21,4,2,LIM-21-23,LIM-21-23-8;LIM-21-23-5;OSC-21-22-1;LIM-21-23;WSSOPM-21-27,112-0cd-97b4f-eb-21-5,LIM-21-36,161-c1321-0a,2019/09/04,112-0cd-97b4f-eb-21-4
01f-7e8b7-24,0cd-97b4f-eb,112,21,4,2,LIM-21-23,LIM-21-23-8;LIM-21-23-5;OSC-21-22-1;LIM-21-23;WSSOPM-21-27,112-0cd-97b4f-eb-21-5,LIM-21-36,161-c1321-0a,2019/09/04,112-0cd-97b4f-eb-21-4
01f-7e8b7-24,0cd-97b4f-eb,112,21,4,2,LIM-21-23,LIM-21-23-8;LIM-21-23-5;OSC-21-22-1;LIM-21-23;WSSOPM-21-27,112-0cd-97b4f-eb-21-5,LIM-21-36,161-c1321-0a,2019/09/04,112-0cd-97b4f-eb-21-4
afc-75de1-c0,0e9-038c8-64,20,1,2,12,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,19-325-4bd4a-84-1-1,,afc-75de1-c0,2019/09/04,20-0e9-038c8-64-1-2
afc-75de1-c0,0e9-038c8-64,20,1,2,12,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,20-0e9-038c8-64-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,20-0e9-038c8-64-1-2
afc-75de1-c0,0e9-038c8-64,20,1,2,12,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,20-0e9-038c8-64-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,20-0e9-038c8-64-1-2
afc-75de1-c0,0e9-038c8-64,20,1,2,12,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,20-0e9-038c8-64-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,20-0e9-038c8-64-1-2
afc-75de1-c0,0e9-038c8-64,20,1,1,13,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,19-325-4bd4a-84-1-1,,afc-75de1-c0,2019/09/04,20-0e9-038c8-64-1-1
afc-75de1-c0,0e9-038c8-64,20,1,1,13,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,20-0e9-038c8-64-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,20-0e9-038c8-64-1-1
afc-75de1-c0,0e9-038c8-64,20,1,1,13,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,20-0e9-038c8-64-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,20-0e9-038c8-64-1-1
afc-75de1-c0,0e9-038c8-64,20,1,1,13,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,20-0e9-038c8-64-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,20-0e9-038c8-64-1-1
afc-75de1-c0,121-a1f19-43,26,13,1,1,LIM-13-2,LIM-13-2-8;LIM-13-2-5;OSC-13-1-1;LIM-13-2;CMD44-13-84;CMD44-13-83;WSSOPM-13-7,25-819-c2966-35-1-1,,afc-75de1-c0,2019/09/04,26-121-a1f19-43-13-1
afc-75de1-c0,121-a1f19-43,26,13,1,1,LIM-13-2,LIM-13-2-8;LIM-13-2-5;OSC-13-1-1;LIM-13-2;CMD44-13-84;CMD44-13-83;WSSOPM-13-7,26-121-a1f19-43-14-2,LIM-14-2,b7a-22d75-92,2019/09/04,26-121-a1f19-43-13-1
afc-75de1-c0,121-a1f19-43,26,13,1,1,LIM-13-2,LIM-13-2-8;LIM-13-2-5;OSC-13-1-1;LIM-13-2;CMD44-13-84;CMD44-13-83;WSSOPM-13-7,26-121-a1f19-43-14-2,LIM-14-2,b7a-22d75-92,2019/09/04,26-121-a1f19-43-13-1
afc-75de1-c0,121-a1f19-43,26,13,1,1,LIM-13-2,LIM-13-2-8;LIM-13-2-5;OSC-13-1-1;LIM-13-2;CMD44-13-84;CMD44-13-83;WSSOPM-13-7,26-121-a1f19-43-14-2,LIM-14-2,b7a-22d75-92,2019/09/04,26-121-a1f19-43-13-1
b7a-22d75-92,121-a1f19-43,26,14,2,8,LIM-14-2,LIM-14-2-8;LIM-14-2-5;OSC-14-1-1;LIM-14-2;CMD44-14-84;CMD44-14-83;WSSOPM-14-7,27-7ac-d48b3-2b-1-1,,b7a-22d75-92,2019/09/04,26-121-a1f19-43-14-2
b7a-22d75-92,121-a1f19-43,26,14,2,8,LIM-14-2,LIM-14-2-8;LIM-14-2-5;OSC-14-1-1;LIM-14-2;CMD44-14-84;CMD44-14-83;WSSOPM-14-7,26-121-a1f19-43-13-1,LIM-13-2,afc-75de1-c0,2019/09/04,26-121-a1f19-43-14-2
b7a-22d75-92,121-a1f19-43,26,14,2,8,LIM-14-2,LIM-14-2-8;LIM-14-2-5;OSC-14-1-1;LIM-14-2;CMD44-14-84;CMD44-14-83;WSSOPM-14-7,26-121-a1f19-43-13-1,LIM-13-2,afc-75de1-c0,2019/09/04,26-121-a1f19-43-14-2
b7a-22d75-92,121-a1f19-43,26,14,2,8,LIM-14-2,LIM-14-2-8;LIM-14-2-5;OSC-14-1-1;LIM-14-2;CMD44-14-84;CMD44-14-83;WSSOPM-14-7,26-121-a1f19-43-13-1,LIM-13-2,afc-75de1-c0,2019/09/04,26-121-a1f19-43-14-2
87c-397e5-35,121-a1f19-43,26,15,2,2,LIM-15-13,LIM-15-13-8;LIM-15-13-5;OSC-15-14-1;LIM-15-13;CMD44-15-84;CMD44-15-83;WSSOPM-15-10,39-dbb-575b9-c1-1-1,,87c-397e5-35,2019/09/04,26-121-a1f19-43-15-2
87c-397e5-35,121-a1f19-43,26,15,2,2,LIM-15-13,LIM-15-13-8;LIM-15-13-5;OSC-15-14-1;LIM-15-13;CMD44-15-84;CMD44-15-83;WSSOPM-15-10,26-121-a1f19-43-13-1,LIM-13-2,afc-75de1-c0,2019/09/04,26-121-a1f19-43-15-2
87c-397e5-35,121-a1f19-43,26,15,2,2,LIM-15-13,LIM-15-13-8;LIM-15-13-5;OSC-15-14-1;LIM-15-13;CMD44-15-84;CMD44-15-83;WSSOPM-15-10,26-121-a1f19-43-13-1,LIM-13-2,afc-75de1-c0,2019/09/04,26-121-a1f19-43-15-2
87c-397e5-35,121-a1f19-43,26,15,2,2,LIM-15-13,LIM-15-13-8;LIM-15-13-5;OSC-15-14-1;LIM-15-13;CMD44-15-84;CMD44-15-83;WSSOPM-15-10,26-121-a1f19-43-13-1,LIM-13-2,afc-75de1-c0,2019/09/04,26-121-a1f19-43-15-2
b7a-22d75-92,145-f5072-e1,28,1,2,4,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,27-7ac-d48b3-2b-1-1,,b7a-22d75-92,2019/09/04,28-145-f5072-e1-1-2
b7a-22d75-92,145-f5072-e1,28,1,2,4,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,28-145-f5072-e1-1-1,LIM-1-1,b7a-22d75-92,2019/09/04,28-145-f5072-e1-1-2
b7a-22d75-92,145-f5072-e1,28,1,2,4,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,28-145-f5072-e1-1-1,LIM-1-1,b7a-22d75-92,2019/09/04,28-145-f5072-e1-1-2
b7a-22d75-92,145-f5072-e1,28,1,2,4,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,28-145-f5072-e1-1-1,LIM-1-1,b7a-22d75-92,2019/09/04,28-145-f5072-e1-1-2
b7a-22d75-92,145-f5072-e1,28,1,1,5,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,27-7ac-d48b3-2b-1-1,,b7a-22d75-92,2019/09/04,28-145-f5072-e1-1-1
b7a-22d75-92,145-f5072-e1,28,1,1,5,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,28-145-f5072-e1-1-2,LIM-1-2,b7a-22d75-92,2019/09/04,28-145-f5072-e1-1-1
b7a-22d75-92,145-f5072-e1,28,1,1,5,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,28-145-f5072-e1-1-2,LIM-1-2,b7a-22d75-92,2019/09/04,28-145-f5072-e1-1-1
b7a-22d75-92,145-f5072-e1,28,1,1,5,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,28-145-f5072-e1-1-2,LIM-1-2,b7a-22d75-92,2019/09/04,28-145-f5072-e1-1-1
afc-75de1-c0,156-18c67-54,5,1,2,42,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,4-d96-a7fb5-a5-1-4,,afc-75de1-c0,2019/09/04,5-156-18c67-54-1-2
afc-75de1-c0,156-18c67-54,5,1,2,42,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,5-156-18c67-54-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,5-156-18c67-54-1-2
afc-75de1-c0,156-18c67-54,5,1,2,42,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,5-156-18c67-54-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,5-156-18c67-54-1-2
afc-75de1-c0,156-18c67-54,5,1,2,42,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,5-156-18c67-54-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,5-156-18c67-54-1-2
afc-75de1-c0,156-18c67-54,5,1,1,43,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,4-d96-a7fb5-a5-1-4,,afc-75de1-c0,2019/09/04,5-156-18c67-54-1-1
afc-75de1-c0,156-18c67-54,5,1,1,43,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,5-156-18c67-54-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,5-156-18c67-54-1-1
afc-75de1-c0,156-18c67-54,5,1,1,43,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,5-156-18c67-54-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,5-156-18c67-54-1-1
afc-75de1-c0,156-18c67-54,5,1,1,43,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,5-156-18c67-54-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,5-156-18c67-54-1-1
afc-75de1-c0,196-2ec6e-66,2,1,2,48,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,105-fe6-4787b-af-4-2,,afc-75de1-c0,2019/09/04,2-196-2ec6e-66-1-2
afc-75de1-c0,196-2ec6e-66,2,1,2,48,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,2-196-2ec6e-66-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,2-196-2ec6e-66-1-2
afc-75de1-c0,196-2ec6e-66,2,1,2,48,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,2-196-2ec6e-66-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,2-196-2ec6e-66-1-2
afc-75de1-c0,196-2ec6e-66,2,1,2,48,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,2-196-2ec6e-66-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,2-196-2ec6e-66-1-2
afc-75de1-c0,196-2ec6e-66,2,1,1,49,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,105-fe6-4787b-af-4-2,,afc-75de1-c0,2019/09/04,2-196-2ec6e-66-1-1
afc-75de1-c0,196-2ec6e-66,2,1,1,49,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,2-196-2ec6e-66-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,2-196-2ec6e-66-1-1
afc-75de1-c0,196-2ec6e-66,2,1,1,49,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,2-196-2ec6e-66-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,2-196-2ec6e-66-1-1
afc-75de1-c0,196-2ec6e-66,2,1,1,49,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,2-196-2ec6e-66-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,2-196-2ec6e-66-1-1
216-fd2b6-77,1c0-81b41-52,41,41,3,6,,,42-0d4-dfd35-46-41-2,,no value present,2019/09/04,41-1c0-81b41-52-41-3
216-fd2b6-77,1c0-81b41-52,41,41,3,6,,,41-1c0-81b41-52-41-2,,216-fd2b6-77,2019/09/04,41-1c0-81b41-52-41-3
216-fd2b6-77,1c0-81b41-52,41,41,3,6,,,41-1c0-81b41-52-41-2,,216-fd2b6-77,2019/09/04,41-1c0-81b41-52-41-3
216-fd2b6-77,1c0-81b41-52,41,41,3,6,,,41-1c0-81b41-52-41-2,,216-fd2b6-77,2019/09/04,41-1c0-81b41-52-41-3
216-fd2b6-77,1c0-81b41-52,41,41,2,7,,,42-0d4-dfd35-46-41-2,,no value present,2019/09/04,41-1c0-81b41-52-41-2
216-fd2b6-77,1c0-81b41-52,41,41,2,7,,,41-1c0-81b41-52-41-3,,216-fd2b6-77,2019/09/04,41-1c0-81b41-52-41-2
216-fd2b6-77,1c0-81b41-52,41,41,2,7,,,41-1c0-81b41-52-41-3,,216-fd2b6-77,2019/09/04,41-1c0-81b41-52-41-2
216-fd2b6-77,1c0-81b41-52,41,41,2,7,,,41-1c0-81b41-52-41-3,,216-fd2b6-77,2019/09/04,41-1c0-81b41-52-41-2
4ec-ccae1-3e,1db-665a7-6b,10,41,3,2,,,11-fb3-600f4-1b-41-1,,no value present,2019/09/04,10-1db-665a7-6b-41-3
4ec-ccae1-3e,1db-665a7-6b,10,41,3,2,,,10-1db-665a7-6b-41-2,,4ec-ccae1-3e,2019/09/04,10-1db-665a7-6b-41-3
4ec-ccae1-3e,1db-665a7-6b,10,41,3,2,,,10-1db-665a7-6b-41-2,,4ec-ccae1-3e,2019/09/04,10-1db-665a7-6b-41-3
4ec-ccae1-3e,1db-665a7-6b,10,41,3,2,,,10-1db-665a7-6b-41-2,,4ec-ccae1-3e,2019/09/04,10-1db-665a7-6b-41-3
4ec-ccae1-3e,1db-665a7-6b,10,41,2,3,,,11-fb3-600f4-1b-41-1,,no value present,2019/09/04,10-1db-665a7-6b-41-2
4ec-ccae1-3e,1db-665a7-6b,10,41,2,3,,,10-1db-665a7-6b-41-3,,4ec-ccae1-3e,2019/09/04,10-1db-665a7-6b-41-2
4ec-ccae1-3e,1db-665a7-6b,10,41,2,3,,,10-1db-665a7-6b-41-3,,4ec-ccae1-3e,2019/09/04,10-1db-665a7-6b-41-2
4ec-ccae1-3e,1db-665a7-6b,10,41,2,3,,,10-1db-665a7-6b-41-3,,4ec-ccae1-3e,2019/09/04,10-1db-665a7-6b-41-2
afc-75de1-c0,24e-a9eb9-19,9,1,2,34,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,8-ad1-c9a6c-ec-2-2,,afc-75de1-c0,2019/09/04,9-24e-a9eb9-19-1-2
afc-75de1-c0,24e-a9eb9-19,9,1,2,34,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,9-24e-a9eb9-19-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,9-24e-a9eb9-19-1-2
afc-75de1-c0,24e-a9eb9-19,9,1,2,34,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,9-24e-a9eb9-19-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,9-24e-a9eb9-19-1-2
afc-75de1-c0,24e-a9eb9-19,9,1,2,34,LIM-1-2,LIM-1-2-8;LIM-1-2-5;OSC-1-4-2;LIM-1-2,9-24e-a9eb9-19-1-1,LIM-1-1,afc-75de1-c0,2019/09/04,9-24e-a9eb9-19-1-2
afc-75de1-c0,24e-a9eb9-19,9,1,1,35,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,8-ad1-c9a6c-ec-2-2,,afc-75de1-c0,2019/09/04,9-24e-a9eb9-19-1-1
afc-75de1-c0,24e-a9eb9-19,9,1,1,35,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,9-24e-a9eb9-19-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,9-24e-a9eb9-19-1-1
afc-75de1-c0,24e-a9eb9-19,9,1,1,35,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,9-24e-a9eb9-19-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,9-24e-a9eb9-19-1-1
afc-75de1-c0,24e-a9eb9-19,9,1,1,35,LIM-1-1,LIM-1-1-8;LIM-1-1-5;OSC-1-4-1;LIM-1-1,9-24e-a9eb9-19-1-2,LIM-1-2,afc-75de1-c0,2019/09/04,9-24e-a9eb9-19-1-1
